Name,Level,Rating,Duration,Distance,Height
Pomnik Mikołaja Kopernika – Townhall Tower loop from Toruń Główny,Intermediate,4.7,2.63,6.32,175
Wąwóz Homole – Wysoka loop from Jaworki,Intermediate,5.0,4.52,8.89,1800
View from Trzy Korony – Schronisko Trzy Korony loop from Sromowce Niżne,Intermediate,4.7,3.02,5.22,1600
Przełęcz Komarnicka – Skopiec loop from Komarno,Easy,4.8,0.62,1.3,200
Leuchtturm von Sopot – Kurhaus loop from opot,Easy,5.0,1.1,2.68,50
Chatka Górzystów – Skywalk loop from Świeradów-Zdrój,Expert,4.8,6.98,14.1,2550
Przełęcz między Kopami – Under Nosal loop from Jaszczurówka,Expert,4.8,5.98,10.4,2175
Przełęcz Obidza – Radziejowa loop from Sucha Dolina,Intermediate,5.0,3.53,6.62,1625
Morskie Oko – Rysy loop from Roztoka,Expert,4.6,6.38,5.94,3375
Prosto na Wysoki Kamień – Kopalnia Kwarcu loop from Jakuszyce,Intermediate,5.0,4.13,8.75,1275
Pilsko szczyt – Hala Miziowa loop from Korbielów,Intermediate,4.8,4.45,7.64,2400
Rastplatz Tafelfichte – Aussicht vom Smrk loop from Góreczno,Intermediate,4.8,1.87,3.95,500
Wąwóz Homole – Last views of High Tatras loop from Na Potoku,Expert,4.7,5.47,11.2,1800
Elbtalblick – Elbe source loop from Marysin,Intermediate,5.0,3.58,7.6,1150
Wolfschanze – Hitlers Bunker loop from Gierłoż,Easy,4.7,0.68,1.67,25
Wielka Sowa/Hohe Eule (1015 m) – Sowie Góry loop from Sokolec,Expert,4.6,6.18,11.9,2450
Gdynia promenade – ORP Błyskawica museum ship loop from Gdynia Wzgórze Świętego Maksymiliana,Intermediate,5.0,2.12,5.1,125
Jahrhunderthalle – Iglica loop from Dąbie,Easy,4.8,1.42,3.48,50
Klimczok pod Magurą – Klimczok very important loop from zczyrk,Intermediate,4.8,3.82,6.96,1975
Start Bledne Skaly Felsentour – Błędne Skały loop from Darnków,Intermediate,4.9,2.62,5.56,775
Untermarkt Görlitz – Altstadtbrücke loop from Altstadt,Easy,4.6,1.22,2.82,175
Brama Krakowska / Krakauer Tor – Rękawica / Die Felsen-Hand loop from Czajowice,Intermediate,4.7,3.27,7.1,850
Kurhaus – Leuchtturm von Sopot loop from opot Dolny,Intermediate,4.8,2.33,5.62,150
Zamek Chojnik – Burg Chojnik loop from Zachełmie,Easy,4.9,1.83,3.5,800
Kokosanka-Albino Penguin loop from Dolina Leśnego Młyna,Easy,4.7,1.55,3.58,225
Gdynia promenade – Polanka Redlowska loop from Śródmieście,Easy,5.0,1.7,4.01,175
Wisła z Wawelu – Sukiennice loop from Kraków Główny,Intermediate,4.7,2.58,6.19,200
Climb along stream – Sarnia Skala loop from Żywczańskie,Expert,4.9,3.82,6.09,1525
Schronisko pod Turbaczem – Turbacz 1310m above see level loop from Poręba Wielka,Intermediate,5.0,4.6,8.52,2125
LUBOŃ WIELKI - PEAK loop from Gachówka,Intermediate,5.0,2.98,4.9,1800
Under Nosal – Napis Zakopane loop from Zakopane,Expert,4.7,5.28,10.5,1625
Połonina Caryńska – Połonina Caryńska loop from Brzegi Górne,Expert,5.0,6.45,11.2,3400
Wilder Wasserfall – Dom Śląski (Schlesierhaus) loop from Karpacz Górny,Intermediate,4.7,3.55,6.18,1950
Stacja Turystyczna Orle – Chatka Górzystów loop from Polana Jakuszycka,Intermediate,4.9,4.95,11.5,725
Lwia Góra – Bolzenschloss (Zamek Bolczów) loop from Janowice Wielkie,Intermediate,4.9,3.43,6.84,1350
Schronisko Wysoki Kamień – Viewpoint over the Death Curve loop from Osiedle Gminne,Intermediate,4.8,4.25,8.7,1500
Brücke über Fluss Pelcznica – Ruiny Starego Zamku Książ loop from Książ,Intermediate,4.9,2.28,5.0,625
Die Mole von Sopot – Leuchtturm von Sopot loop from Sopot,Intermediate,4.6,2.52,6.08,150
Viewpoint Ostra Mala – Szczyt Skalnik loop from Czarnów,Easy,5.0,1.55,3.04,675
Barania Góra – Kaskady Rodła loop from Osiedle Noclegi,Intermediate,5.0,4.67,9.06,2075
Brama Krakowska / Krakauer Tor – View of rock formation loop from Czajowice,Expert,5.0,5.2,11.4,1300
Wildbach – Kopieniec Wielki loop from Parcele Urzędnicze,Intermediate,4.9,4.28,8.23,1450
Drzewo z dziurą 😀 – Stary Groń loop from Brenna,Intermediate,4.9,4.78,9.46,1975
Aussichtspunkt Piaskowa Góra – Punkt widokowy loop from Lubin,Easy,4.7,1.07,2.42,200
D.Chochołowska – Dolina Chochołowska loop from Chochołowska,Expert,4.3,7.28,11.2,2900
Blick von der Hochsteinbaude – Schronisko Wysoki Kamień loop from Szklarska Poręba Średnia,Intermediate,4.9,2.07,4.17,800
Wały Chrobrego (Hakenterrasse) – Head Post Office Building loop from Szczecin Główny,Intermediate,4.6,2.2,5.21,200
Jelenka – Skalny Stół loop from Karpacz,Intermediate,4.8,4.85,8.77,2425
Mogielica Aussichtsturm – Mogielica (1170m npm) loop from Chyszówki,Intermediate,4.6,3.47,6.28,1775
Schronisko – Wołowiec 2064m loop from Dolina Chochołowska,Expert,5.0,6.68,8.33,2950
Schronisko PTTK Skrzyczne – Skrzyczne loop from Byrdów,Expert,4.8,5.13,9.55,2325
Start Bledne Skaly Felsentour – Błędne Skały loop from Karłów,Expert,4.9,5.02,10.5,1675
Szklarka – Wodospad Szklarka loop from Siedmiogród,Easy,4.8,1.02,2.25,275
Schronisko pod Turbaczem – Airplane crash site loop from Obidowa,Expert,4.8,5.07,10.4,1825
PTTK Markowe Szczawiny Shelter – Wegekreutz loop from Rabčice,Intermediate,5.0,3.62,7.97,875
Ratusz – Rynek Wrocław loop from Wrocław Główny,Expert,5.0,5.08,12.3,275
Kozia Gòrka – Klimczok pod Magurą loop from Bystra,Intermediate,4.7,4.88,8.87,2475
Flache Badestelle👆 – Rastplatz am Sumpfgebiet☝️ loop from Głębokie,Easy,5.0,1.85,4.49,75
Schneegruben – Violik loop from Szklarska Poręba Górna,Expert,4.8,6.33,11.8,3000
Climb along stream – Sarnia Skala loop from Zwierzyniec,Expert,4.8,4.0,6.49,1525
Der Wald versinkt – Wanderdüne loop from Łeba,Intermediate,4.8,4.22,10.4,100
Skrzyczne – Malinowska Skała loop from Salmopol,Expert,4.8,5.78,10.9,2475
Bacówka na Rycerzowej – Stara studnia loop from Soblówka,Intermediate,5.0,3.78,7.09,1775
Klasztor Święty Krzyż – Wieża nadawcza telewizyjna loop from Nowa Słupia,Intermediate,5.0,2.4,4.79,975
Leuchtturm von Sopot – Kurhaus loop from Gdynia Orłowo SKM,Intermediate,4.7,2.83,6.84,150
Sarnia Skala – Nosal mountain loop from Bystre,Expert,4.7,5.75,9.66,2325
Tomb of the insurgents of 1863 – Resting point at the entrance loop from Truskawka,Intermediate,5.0,3.68,8.98,150
Westerplatte – Westerplatte Danzig loop from Nowy Port,Easy,4.7,1.37,3.36,25
Großer Geierstein (Sępia Góra) – Historischer Bahnhof loop from Świeradów-Zdrój,Intermediate,4.8,3.58,7.42,1325
Schronisko Wysoki Kamień – Blick von der Hochsteinbaude loop from Szklarska Poręba Górna,Intermediate,4.7,2.33,4.42,1100
Przełęcz Glinne – Pilsko szczyt loop from Korbielów,Intermediate,4.8,3.97,6.34,2400
Przedni Staw – Wielka Siklawa loop from Roztoka,Expert,4.9,5.68,9.09,2350
Gipfel – Infostelle und Wanderkarte loop from Osiedle Wyskówki,Expert,5.0,6.0,10.5,1775
Heuscheuer loop from Karłów,Easy,4.5,0.93,1.73,425
Blick auf die Schneekoppe – Weg zur Wiesenbaude loop from Karpacz Górny,Intermediate,4.9,3.42,6.3,1350
Králický Sněžník – Schronisko Na Śniezniku PTTK loop from Bolesławów,Expert,4.8,7.17,14.1,2850
Rastplatz Tafelfichte – Aussicht vom Smrk loop from Świeradów-Zdrój,Expert,4.9,5.57,10.7,2450
Klimczok pod Magurą – Chata Wuja Toma loop from Za Wodą,Intermediate,4.9,4.05,7.72,1825
Błędne Skały – Start Bledne Skaly Felsentour loop from Kolonia Leśna,Expert,4.7,5.9,11.5,2325
Bergwiese – Polední kameny / Slonecznik loop from Karpacz Górny,Intermediate,4.9,3.82,6.64,2100
Schronisko PTTK Skrzyczne – Malinowska Skała loop from Ostre,Expert,5.0,7.0,13.2,3100
Ruiny Starego Zamku Książ – Brücke über Fluss Pelcznica loop from Pełcznica,Easy,4.9,1.73,3.79,475
Mewia Łacha – Mewia Łacha loop from Świbno,Intermediate,5.0,1.62,3.97,25
Wetterhütte – Stacja Turystyczna Orle loop from Polana Jakuszycka,Intermediate,4.8,2.55,5.73,525
Ratusz – Rynek Wrocław loop from Wrocław Nadodrze,Intermediate,4.7,3.3,7.99,200
Sněžné Jámy Viewpoint – Grenzblick loop from Jagniątków,Expert,5.0,5.87,10.5,2975
Widok na Borówczane skaly – Kuckucksteine loop from Marysin,Intermediate,4.7,3.4,6.49,1575
Leuchtturm von Sopot – Kurhaus loop from opot,Easy,5.0,0.75,1.82,50
Polední kameny / Slonecznik – Mal Staw See in Polen loop from Bedřichov,Expert,4.9,7.07,14.3,2525
Przełęcz Rosochatka – Chełmiec loop from Boguszów-Gorce,Intermediate,4.9,2.83,5.96,950
Under Nosal – Park w Kuźnicach loop from Bogówka,Easy,4.2,1.07,2.3,300
Magurka – Przełęcz Przegibek loop from Do Chrobaków,Easy,4.9,1.48,2.67,775
Die Höhle – Schöner Wurzeltrail loop from Wieściszowice,Easy,4.6,1.25,2.53,475
Zielony Staw Mountain Lake – Czarny Staw Gasienicowy loop from Myślenickie Turnie,Expert,5.0,4.35,5.51,2150
Schronisko na Rysiance – Hala Rysianka loop from Złatna,Intermediate,4.5,3.08,5.49,1675
Skywalk – Chatka Górzystów loop from Świeradów-Zdrój,Expert,4.8,5.53,11.1,2150
Stacja Turystyczna Orle loop from Polana Jakuszycka,Intermediate,5.0,2.52,5.92,275
Połonina Caryńska – Połonina Caryńska loop from Ustrzyki Górne,Intermediate,5.0,3.95,7.09,1975
Źródełko Świętego Franciszka – Kapliczka Św Franciszka loop from Święta Katarzyna,Intermediate,5.0,3.77,8.01,1100
Eingang Nationalpark – Wodospad Kamieńczyka loop from Ruczaj,Easy,4.7,0.85,1.78,275
Jelenka – Skalny Stół loop from Karpacz,Intermediate,4.7,4.58,8.22,2400
Wodospad Kamieńczyka – Widok na Borówczane skaly loop from Szklarska Poręba Górna,Expert,4.8,5.63,10.7,2550
Schronisko na Hali Ornak – Kirowa Woda Bridge loop from Ornak,Expert,4.7,6.18,8.66,3000
Blick auf die Schneekoppe – Śnieżka - Schneekoppe loop from Wilcza Poręba,Intermediate,4.5,1.18,1.93,625
Wieża nadawcza telewizyjna – Klasztor Święty Krzyż loop from Nowa Słupia,Easy,5.0,1.53,2.95,750
"""Zwierzyniec"" station – New Zoo loop from Zwierzyniec",Easy,4.3,1.6,3.81,125
Kreuz der Hoffnung – Kirchenruine Trzęsacz (Hoff) loop from Rewal,Intermediate,4.9,3.72,9.09,125
Nationalpark Misdroy – Misdroy loop from Międzyzdroje,Intermediate,4.3,2.55,5.97,300
Andrzejówka – Waligóra Peak loop from Rybnica Leśna,Intermediate,4.7,1.38,2.92,450
Kirowa Woda Bridge – Schronisko na Hali Ornak loop from Strążyska,Expert,5.0,7.88,12.7,3175
Można dobrze zjeść – Czantoria Tower loop from Ustroń Polana,Intermediate,5.0,3.42,5.45,2050
Schöner Wurzeltrail – Die Höhle loop from Wieściszowice,Intermediate,4.7,2.32,4.48,1050
Szczyt Błatnia – Schronisko PTTK na Błatniej loop from Jaworze,Intermediate,4.8,3.45,6.56,1650
Przysłop Miętusi – Kopa Kondracka 2005 m.n.p.m loop from Strążyska,Expert,4.6,7.52,9.07,3900
Nosal mountain – Polana Jaworzynka loop from Pod Skocznią,Intermediate,4.9,2.98,5.13,1075
Nowa Chatka Puchatka – Widok na Połoninę Caryńską loop from Brzegi Górne,Intermediate,5.0,1.93,3.27,1100
Ślęża Szczyt 718 m n.p.m – Wieża widokowa loop from Sobótka,Intermediate,5.0,3.6,6.79,1650
Hiking loop from Nowa Praga II,Easy,5.0,1.25,3.05,50
Rękawica / Die Felsen-Hand – Brama Krakowska / Krakauer Tor loop from mardzowice,Intermediate,5.0,4.18,8.65,1375
Lubomińskie Siodło – Wieża widokowa na Trójgarbie loop from Lubomin,Intermediate,5.0,1.48,2.7,775
Klasztor Święty Krzyż – Wieża nadawcza telewizyjna loop from Huta Szklana,Easy,5.0,1.4,3.04,375
Wegekreutz – Wodogrzmoty Mickiewicza loop from Tatranská Javorina,Easy,5.0,1.5,3.31,375
Jelenka – Śnieżka - Schneekoppe loop from Karpacz,Expert,4.9,7.38,13.0,3775
Przysłop Miętusi – Kirowa Woda Bridge loop from Strążyska,Intermediate,4.7,4.13,7.63,1325
Mała Rawka – Przełęcz Wyżniańska loop from Ustrzyki Górne,Expert,5.0,5.45,9.77,2675
Rundblick von der Festung – Blick in die Sudeten loop from Srebrna Góra,Easy,3.4,1.13,2.38,375
Zapora wodna w Solinie – Souvenirs loop from Solina,Easy,3.0,0.67,1.51,150
Gęsia Szyja – Rusinowa Polana loop from Tatranská Javorina,Intermediate,5.0,4.87,7.88,1375
Sosina Pomost jeden z wielu loop from Pieczyska,Easy,4.6,1.28,3.14,50
Chochołowska Valley – Dolina Chochołowska loop from Ornak,Intermediate,4.6,2.13,4.99,275
Wieża na Kalenicy loop from Olszowiec,Intermediate,5.0,3.52,7.11,1375
Wiadukt kolejowy – Stozek Wielki loop from Wisła Głębce,Intermediate,5.0,4.05,8.18,1475
Osadzki Wierch – A hiking path with a view loop from Brzegi Górne,Intermediate,5.0,3.15,5.97,1400
Die Höhle – Schöner Wurzeltrail loop from Wieściszowice,Easy,4.5,1.82,3.64,775
Kurz vor der Grenze loop from Karpacz,Intermediate,4.8,2.73,4.6,1625
Brama Głowna Zoo – Zoo loop from Osiedle Tysiąclecia Dolne,Easy,5.0,1.75,4.24,100
Wodospad Wilczki – Schronisko na Iglicznej loop from Międzygórze,Intermediate,5.0,3.08,6.21,1175
Neptun-Statue in Hel – Mega kładka spacerowa loop from Hel,Easy,4.6,1.47,3.62,25
Misdroy – Nationalpark Misdroy loop from Międzyzdroje,Intermediate,4.8,2.77,6.67,175
PTTK Markowe Szczawiny Shelter – Wegekreutz loop from Polana-Kiczory,Intermediate,5.0,3.62,7.96,900
Skyline – Brama Zielona loop from Dolne Miasto,Intermediate,4.7,2.93,7.15,125
Strandspaziergang – Seebrücke Kolberg loop from Luboszyce,Intermediate,4.7,2.02,4.94,50
Łysina (891m npm) – Schronisko PTTK na kudłaczach loop from Poręba,Intermediate,5.0,4.82,9.12,2125
Malinowska Skała – Skrzyczne loop from Kępki,Expert,4.8,7.6,14.9,3200
Rusinowa Polana – Gęsia Szyja loop from Brzegi,Intermediate,4.9,4.68,8.03,1325
Wodogrzmoty Mickiewicza – Rusinowa Polana loop from Tatranská Javorina,Expert,5.0,6.53,10.7,2125
Heinrichsburg loop from Marczyce,Easy,4.7,0.92,1.97,275
Średni Groń ( 1211m ) – Baza namiotowa na Lubaniu loop from Kluszkowce,Intermediate,5.0,3.45,6.19,1850
Staaken auf der Krutina – Verwunschener See im Moor loop from Krutyń,Intermediate,5.0,3.45,8.24,275
Wodospady Pośny – Szczeliniec o wschodzie loop from Kolonia Leśna,Intermediate,4.9,4.23,8.06,1825
Kopieniec Wielki – Nosal mountain loop from Brzeziny,Intermediate,4.8,4.68,8.45,1775
Heuscheuer – Heuscheuer loop from Karłów,Easy,5.0,1.9,3.95,575
Skrzyczne – Schronisko PTTK Skrzyczne loop from Ostre,Intermediate,4.8,3.57,5.49,2325
Nationalparkinfo – Kopieniec Wielki loop from Toporowa Cyrla,Intermediate,4.8,2.07,3.38,950
Kapliczka Św Franciszka – Źródełko Świętego Franciszka loop from Święta Katarzyna,Intermediate,5.0,3.25,6.63,1175
Błędne Skały – Start Bledne Skaly Felsentour loop from Pstrążna,Expert,4.9,6.23,12.2,2525
Brama Głowna Zoo – Zoo loop from Osiedle Różanka,Intermediate,5.0,2.72,6.5,225
Kolberger Moor... Natur pur – Kolberger Moor loop from Uzdrowiska,Expert,4.8,5.4,13.3,75
Kamieniołom w Kozach – Hrobacza Łąka loop from Kozy,Intermediate,4.9,4.05,7.83,1775
Kaskaden der Łomnicy – Wilder Wasserfall loop from Karpacz Górny,Intermediate,4.7,2.93,5.18,1625
Widok na jezioro loop from Nowe Chechło,Easy,5.0,1.55,3.76,100
Bacówka na Rycerzowej – Z Bacówki na Wielką Rycerzową loop from Soblówka,Intermediate,5.0,3.93,7.38,1825
Widok na jezioro loop from Miasteczko Śląskie Zalew,Easy,5.0,1.52,3.65,100
Manufaktura – Piotrkowska loop from Śródmieście,Intermediate,5.0,2.02,4.8,175
Promenada – Seebrücke Ahlbeck loop from Świnoujście Centrum,Intermediate,4.9,4.38,10.8,100
Huśtawka przy jeziorze Otomin loop from Otomin,Easy,5.0,1.38,3.3,125
Grube Babina – View over the lake Afryka loop from Łęknica,Easy,5.0,1.97,4.73,150
Stozek Wielki loop from Kozińce,Intermediate,5.0,4.83,10.1,1575
Turmsteinbaude – Marktplatz Hirschberg loop from Jelenia Góra Zabobrze,Intermediate,4.8,2.97,6.97,325
Siklawica waterfall – Sarnia Skala loop from Skibówki,Expert,4.7,4.93,8.41,1850
Sosina Pomost jeden z wielu loop from Pieczyska,Intermediate,4.6,2.03,4.96,75
Wieża Ratuszowa – Wawel loop from Kraków Grzegórzki,Intermediate,4.3,2.52,5.99,250
Wodospad Kamieńczyka – Blick in die Schlucht loop from Szklarska Poręba Górna,Intermediate,4.9,2.23,4.64,800
Schronisko Wysoki Kamień – Kopalnia Kwarcu loop from Szklarska Poręba Górna,Expert,4.8,5.25,11.0,1625
Źródełko Świętego Franciszka – Kapliczka Św Franciszka loop from Celiny,Expert,5.0,5.42,11.5,1575
Potrójna summit maedow – Łamana Skała (929m npm) loop from Rzyki,Intermediate,5.0,4.32,8.3,1850
Wieża Ratuszowa – Sukiennice loop from Kraków Główny,Intermediate,4.8,2.52,6.07,175
Chata Wuja Toma loop from Karkoszczonka,Easy,5.0,1.67,3.26,725
Brücke am Bach nahe Sky Walk – Skywalk loop from Świeradów-Zdrój,Easy,4.9,1.87,3.97,575
Wilde Ufer – Plaża Rusałka. loop from Niestachów,Easy,4.8,1.42,3.46,75
Brauerei Trautenberk – Jelenka loop from Karpacz,Expert,5.0,5.8,11.1,2625
Wodospad Szklarka – Szklarka loop from Siedmiogród,Intermediate,4.6,2.3,5.05,600
Eisenbahnbrücke – Turmsteinbaude loop from Jelenia Góra,Intermediate,4.9,2.25,5.25,300
Chata Wuja Toma loop from Karkoszczonka,Easy,5.0,1.63,3.22,700
Szczyt Skalnik – Viewpoint Ostra Mala loop from Czarnów,Intermediate,5.0,2.58,5.13,1075
Świątynia Wang – Wilder Wasserfall loop from Płóczki,Intermediate,4.8,3.47,7.26,1175
Błędne Skały – Start Bledne Skaly Felsentour loop from Karłów,Intermediate,4.8,3.82,8.21,1025
Mannsteine (Czeskie Kamienie) – Schneegruben loop from Bedřichov,Expert,4.9,6.8,14.1,2300
Schronisko PTTK Skrzyczne – Skrzyczne loop from Szczyrk,Expert,4.7,5.1,9.34,2425
Pyszne jedzonko – Rezerwat Zwiezło loop from Radoszyce,Intermediate,5.0,2.57,5.51,800
Masarykova chata – Orlica loop from Graniczna,Intermediate,5.0,3.03,6.56,825
Miejsce do kąpieli – Szlak do rezerwatu Sine Wiry loop from Polanki,Easy,5.0,1.38,3.21,175
Bergwiese – Polední kameny / Slonecznik loop from Karpacz Górny,Expert,5.0,5.22,10.3,2125
Gubalowka – Skisprungschanze Zakopane loop from Bystre,Easy,4.5,1.93,4.43,325
Lighthouse Niechorze – Rewal Strandpromenade loop from Rewal,Intermediate,4.8,2.87,6.94,150
Chatka Górzystów – Blick in den Tunnel loop from Czerniawa-Zdrój,Expert,4.6,6.38,12.8,2350
Kurhaus – Klif Orłowski loop from Gdynia Wzgórze Świętego Maksymiliana,Expert,5.0,5.02,12.1,325
Turbacz 1310m above see level – Schronisko pod Turbaczem loop from Łopuszna,Expert,5.0,5.82,11.4,2450
Czantoria Tower – Über der Wisla loop from stroń Polana,Expert,5.0,5.37,10.3,2175
Ratusz – Rynek Wrocław loop from Wrocław Nadodrze,Intermediate,5.0,2.3,5.56,150
Zielony Staw Mountain Lake – Kasprov vrch / Kasprowy Wierch loop from Murowaniec,Expert,5.0,4.12,5.42,1950
Przełęcz Kocierska – Potrójna summit maedow loop from Kocierz Rychwałdzki,Intermediate,4.9,2.08,4.39,675
Wodogrzmoty Mickiewicza – Wooden Table and Nice view loop from Roztoka,Intermediate,5.0,2.35,4.83,625
Kolberger Moor... Natur pur – Kolberger Moor loop from Żółczyce,Intermediate,4.3,2.37,5.83,50
Wildbach – Nosal mountain loop from Zakopane,Intermediate,4.8,4.3,8.84,1225
Wielka Sowa/Hohe Eule (1015 m) – Wielka Sowa / Hohe Eule 🦉 loop from Nagóra,Expert,4.7,3.1,5.69,800
Blick ins Tal – Wilder Wasserfall loop from Karpacz Górny,Intermediate,5.0,4.42,8.64,1875
Kasprov vrch / Kasprowy Wierch – Przełęcz między Kopami loop from Murowaniec,Expert,5.0,7.72,10.5,3675
Morskie Oko – Ausblick über Morskie Oko loop from Roztoka,Expert,5.0,1.58,2.3,500
Hala Lipowska – Schronisko na Rysiance loop from Żabnica,Expert,5.0,7.03,13.7,2975
Rocks – Przysłop Miętusi loop from Krzeptówki-Potok,Intermediate,5.0,2.78,4.69,900
Car park wt Korbielów. – Hala Miziowa loop from Korbielów,Intermediate,5.0,3.28,5.47,2000
Źródełko Świętego Franciszka – Kapliczka Św Franciszka loop from Kakonin,Intermediate,5.0,3.68,7.37,1475
Wieża na Kalenicy – Zygmuntowka Chata loop from Nagóra,Easy,5.0,1.83,3.66,725
Wieża nadawcza telewizyjna – Klasztor Święty Krzyż loop from Huta Stara,Intermediate,5.0,2.2,4.71,675
Zygmuntowka Chata – Wieża na Kalenicy loop from Nagóra,Intermediate,5.0,2.73,5.57,1025
Nosal mountain – Blick auf den Nosal loop from Małe Żywczańskie,Intermediate,5.0,4.27,8.45,1175
Schöner Wegabschnitt – Polední kameny / Slonecznik loop from Karpacz Górny,Expert,4.8,5.47,11.2,2025
Błonia Krakowskie loop from Cichy Kącik,Easy,5.0,1.47,3.62,25
Smerek peak – Przełęcz Orłowicza loop from Przysłup,Expert,4.9,7.12,14.6,2400
Sausteine (Trzy Świnki) – Elbe source loop from Marysin,Intermediate,5.0,2.32,4.96,700
Auschwitz-Birkenau – Destroyed gas chambers loop from Oświęcim,Intermediate,4.6,2.83,6.96,50
Szklarka – Wodospad Szklarka loop from zklarska Poręba Dolna,Intermediate,4.8,2.13,4.59,625
Przełęcz Sosnów – Schronisko Trzy Korony loop from Padołek,Expert,5.0,7.23,14.2,2325
Kolberger Moor... Natur pur – Kolberger Moor loop from Sianożęty,Expert,4.8,6.78,16.6,225
Wypał węgla drzewnego – Cerkiew w Łopience loop from Polanki,Easy,5.0,1.52,3.47,250
Świątynia Wang – Wilder Wasserfall loop from Karpacz Górny,Intermediate,5.0,2.33,4.47,1100
Przez łąkę ku Borówkowej – Borůvková hora loop from Travná,Easy,5.0,1.95,3.97,725
Sowie Góry – Wielka Sowa / Hohe Eule 🦉 loop from Walim,Intermediate,5.0,4.12,7.54,2075
Brücke am Bach nahe Sky Walk – Trinkhalle Bad Flinsberg loop from Czerniawa-Zdrój,Intermediate,4.9,4.08,7.69,1900
Skrzyżowanie szlaków – Kłodzka Góra loop from Dębowina,Easy,4.8,1.92,4.02,625
Herz Jesu Kirche – Karkonoskie Tajemnice loop from Płóczki,Easy,4.1,1.52,3.47,250
Aussichtspunkt – Aussicht von der Steilküste loop from Grzybowo,Intermediate,4.8,3.65,8.96,100
Schneegruben – Violik loop from Osiedle Kołłątaja,Expert,5.0,5.7,10.0,3000
Wodospad Jeleń – Źródełko miłości (Love Well) loop from Susiec,Intermediate,5.0,2.63,6.31,200
Mannsteine (Czeskie Kamienie) – Grenzblick loop from Bedřichov,Intermediate,5.0,4.78,9.82,1700
Leuchtturm Kolberg – Seebrücke Kolberg loop from Grzybowo,Intermediate,4.6,4.9,12.0,125
Małe molo w Kołobrzegu – Plaża Kamienista loop from zdrowiska,Easy,4.7,1.12,2.75,25
Entspannt am Strand – Kirchenruine Trzęsacz (Hoff) loop from Pobierowo,Intermediate,5.0,3.5,8.52,150
Trinkhalle Bad Flinsberg – Bergstation auf dem Heufuder loop from Świeradów-Zdrój,Intermediate,4.8,3.3,5.66,1875
Most na Narewce – Żebra  Żubra loop from Białowieża,Intermediate,4.8,2.75,6.65,150
Hala Rysianka – Schronisko na Rysiance loop from Żabnica,Intermediate,4.3,3.67,6.23,2075
Barania Góra loop from Zameczek,Expert,4.8,5.78,11.9,2100
Viewpoint Ostra Mala – Szczyt Skalnik loop from Czarnów,Easy,5.0,1.95,3.9,775
Skalne wrota – Trojak - taras widokowy loop from Zdrój,Intermediate,5.0,2.1,3.8,1100
"Wieża Ratuszowa – Wawel, Krakau loop from Olsza",Easy,4.9,1.8,4.25,175
Most na Narewce – Żebra  Żubra loop from Białowieża,Intermediate,5.0,2.73,6.64,125
Über der Wisla – Mountain Park Równica loop from Ustroń Zdrój,Intermediate,4.5,2.9,5.27,1425
Velká Deštná – Masarykova chata loop from Deštné v Orlických horách,Intermediate,4.7,3.3,7.14,925
"Zamek Grodno, Kynsburg – Staudamm loop from Zagórze Śląskie",Intermediate,4.5,2.38,5.36,500
Polanka Redlowska – Gdynia promenade loop from Redłowo,Easy,5.0,1.1,2.6,100
Strand Wiselka bei Mistroy – Strand loop from Międzyzdroje,Expert,4.9,6.13,14.7,425
Wąwóz Homole – Kamienne Księgi loop from Jaworki,Easy,4.7,1.17,2.37,475
Elbe source – Elbtalblick loop from Marysin,Intermediate,4.7,2.92,6.2,925
Telesforówka loop from Jastrzębie,Intermediate,5.0,2.45,4.94,1000
Waligóra Peak – Andrzejówka loop from Sokołowsko,Expert,5.0,3.28,6.15,1375
Rozstaje na Caryńskiej – Połonina Caryńska loop from Brzegi Górne,Intermediate,5.0,1.63,2.26,1200
Turbacz 1310m above see level – Schronisko pod Turbaczem loop from Nowy Targ,Expert,4.8,7.0,14.4,2450
Szczeliniec o wschodzie – Baude Pasterka loop from Karłów,Intermediate,5.0,2.65,5.56,825
Szczeliniec o wschodzie – Baude Pasterka loop from Kolonia Leśna,Intermediate,5.0,4.98,9.91,1875
Punkt widokowy – Lubomir (904m npm) loop from Węglówka,Intermediate,5.0,2.03,3.77,1000
Schronisko PTTK Leskowiec – Leskowiec loop from Rzyki,Intermediate,5.0,2.85,5.47,1275
Strand Wiselka bei Mistroy – Strand loop from Wisełka,Expert,4.9,6.42,15.4,475
The way to Kasprowy Wierch – Kirowa Woda Bridge loop from Strążyska,Expert,4.7,5.42,6.59,2950
Promenada nad Grajcarkiem – Kolejka na Palenicę loop from Zabaniszcze,Easy,5.0,1.77,4.12,225
Przełęcz Obidza – Radziejowa loop from ucha Dolina,Intermediate,4.7,4.07,8.08,1650
Schronisko na Rysiance – Hala Miziowa loop from Sopotnia Wielka,Expert,5.0,7.78,14.7,3650
Leuchtturm Kolberg – Seebrücke Kolberg loop from Ogrody,Intermediate,4.9,3.03,7.37,125
Promenade von Swinemünde – Gradierwerke Swinemünde loop from Świnoujście Centrum,Intermediate,4.3,2.7,6.64,75
Molo Gdynia Orłowo – Klif Orłowski loop from opot Kamienny Potok,Intermediate,5.0,4.4,10.4,475
Polana z widokiem na tatry – Polana Wyrobek loop from Tylka,Intermediate,4.9,4.8,9.38,1900
Hiking loop from Muczne,Intermediate,4.3,2.48,4.32,1400
